OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,,,
SO - 0002706,15-06-2018,28-06-2018,47,Wholesale,GBP,GUT930,3,13,7,"3,731.90","1,604.72","26,123.30",,,
SO - 0003437,15-06-2018,19-06-2018,44,Wholesale,EUR,GUT930,89,11,8,"1,051.90",715.29,"8,415.20",,,
SO - 0004576,15-06-2018,25-06-2018,36,Export,AUD,GUT930,49,7,7,904.50,506.52,"6,331.50",,,
SO - 0004872,15-06-2018,24-06-2018,4,Distributor,NZD,GUT930,7,11,8,"5,936.20","3,027.46","47,489.60",,,
SO - 0005420,15-06-2018,30-06-2018,39,Export,NZD,GUT930,35,7,12,917.90,495.67,"11,014.80",,,
SO - 0006104,15-06-2018,29-06-2018,32,Distributor,USD,GUT930,90,5,10,"3,999.90","2,119.95","39,999.00",,,
SO - 0006965,15-06-2018,18-06-2018,45,Distributor,USD,GUT930,78,2,10,207.70,128.77,"2,077.00",,,
SO - 0007758,15-06-2018,30-06-2018,20,Wholesale,GBP,GUT930,46,7,9,"3,088.70","2,192.98","27,798.30",,,
SO - 0007983,15-06-2018,22-06-2018,8,Wholesale,NZD,GUT930,63,14,5,"1,065.30",617.87,"5,326.50",,,
SO - 0008058,15-06-2018,26-06-2018,16,Distributor,USD,GUT930,94,9,8,"1,018.40",651.78,"8,147.20",,,
SO - 000379,16-06-2018,28-06-2018,45,Distributor,NZD,GUT930,26,7,5,"1,018.40",794.35,"5,092.00",,,
SO - 000918,16-06-2018,28-06-2018,7,Distributor,AUD,GUT930,48,13,10,"2,231.10","1,026.31","22,311.00",,,
SO - 0001178,16-06-2018,30-06-2018,35,Distributor,NZD,GUT930,46,11,11,"3,852.50","2,812.33","42,377.50",,,
SO - 0003711,16-06-2018,25-06-2018,14,Distributor,EUR,GUT930,6,7,10,"3,350.00","1,641.50","33,500.00",,,
SO - 0003755,16-06-2018,19-06-2018,38,Distributor,GBP,GUT930,33,1,10,"2,579.50","2,115.19","25,795.00",,,
SO - 0004488,16-06-2018,03-07-2018,39,Distributor,USD,GUT930,25,10,10,"5,674.90","4,142.68","56,749.00",,,
SO - 0004713,16-06-2018,04-07-2018,7,Distributor,AUD,GUT930,53,2,7,"1,085.40",868.32,"7,597.80",,,
SO - 0006128,16-06-2018,20-06-2018,17,Distributor,EUR,GUT930,99,9,8,"2,639.80","1,689.47","21,118.40",,,
SO - 0007389,16-06-2018,24-06-2018,3,Distributor,EUR,GUT930,37,5,10,"2,458.90","2,016.30","24,589.00",,,
SO - 000301,17-06-2018,05-07-2018,20,Wholesale,AUD,GUT930,90,2,11,"2,438.80","1,219.40","26,826.80",,,
SO - 0001589,17-06-2018,21-06-2018,19,Wholesale,NZD,GUT930,48,2,12,"5,641.40","4,343.88","67,696.80",,,
SO - 0002342,17-06-2018,22-06-2018,13,Distributor,NZD,GUT930,63,7,11,"3,685.00","1,731.95","40,535.00",,,
SO - 0003039,17-06-2018,24-06-2018,9,Export,NZD,GUT930,22,11,5,"1,125.60",731.64,"5,628.00",,,
SO - 0003087,17-06-2018,02-07-2018,30,Distributor,NZD,GUT930,26,5,8,"1,695.10",915.35,"13,560.80",,,
SO - 0003261,17-06-2018,02-07-2018,48,Export,AUD,GUT930,96,11,9,"1,031.80",639.72,"9,286.20",,,
SO - 0004762,17-06-2018,02-07-2018,14,Distributor,USD,GUT930,85,1,11,"5,065.20","2,026.08","55,717.20",,,
SO - 0006545,17-06-2018,24-06-2018,14,Export,USD,GUT930,87,14,7,"3,939.60","2,087.99","27,577.20",,,
SO - 0007247,17-06-2018,05-07-2018,44,Wholesale,NZD,GUT930,66,7,12,"3,852.50","2,195.93","46,230.00",,,
SO - 000718,18-06-2018,27-06-2018,30,Wholesale,AUD,GUT930,96,5,6,"3,678.30","2,059.85","22,069.80",,,
SO - 0001554,18-06-2018,25-06-2018,2,Wholesale,USD,GUT930,47,5,7,"1,125.60",495.26,"7,879.20",,,
SO - 0003072,18-06-2018,02-07-2018,37,Distributor,AUD,GUT930,40,1,6,"1,721.90","1,308.64","10,331.40",,,
SO - 0004102,18-06-2018,22-06-2018,34,Distributor,NZD,GUT930,16,3,7,"1,775.50","1,242.85","12,428.50",,,
SO - 0004835,18-06-2018,28-06-2018,48,Distributor,AUD,GUT930,40,2,12,"2,418.70","1,378.66","29,024.40",,,
SO - 0005771,18-06-2018,28-06-2018,37,Wholesale,GBP,GUT930,54,1,7,"1,092.10",589.73,"7,644.70",,,
SO - 000397,19-06-2018,06-07-2018,13,Distributor,NZD,GUT930,21,13,5,"1,112.20",500.49,"5,561.00",,,
SO - 0001399,19-06-2018,24-06-2018,3,Distributor,NZD,GUT930,89,6,12,857.60,557.44,"10,291.20",,,
SO - 0002361,19-06-2018,24-06-2018,11,Wholesale,USD,GUT930,96,2,5,"1,279.70","1,010.96","6,398.50",,,
SO - 0003006,19-06-2018,28-06-2018,17,Wholesale,NZD,GUT930,87,9,11,"2,472.30","1,483.38","27,195.30",,,
SO - 0004346,19-06-2018,25-06-2018,9,Wholesale,GBP,GUT930,46,7,10,"1,273.00",509.20,"12,730.00",,,
SO - 0005798,19-06-2018,04-07-2018,20,Wholesale,USD,GUT930,70,1,12,"6,110.40","3,299.62","73,324.80",,,
SO - 0006132,19-06-2018,22-06-2018,10,Distributor,NZD,GUT930,13,5,9,"1,005.00",462.30,"9,045.00",,,
SO - 0007883,19-06-2018,04-07-2018,44,Distributor,NZD,GUT930,77,13,5,"3,872.60","3,020.63","19,363.00",,,
SO - 000427,20-06-2018,26-06-2018,44,Export,USD,GUT930,75,1,8,"3,859.20","2,354.11","30,873.60",,,
SO - 0003172,20-06-2018,08-07-2018,41,Distributor,AUD,GUT930,7,7,5,"2,472.30","1,211.43","12,361.50",,,
SO - 0003969,20-06-2018,25-06-2018,16,Wholesale,NZD,GUT930,57,2,8,884.40,601.39,"7,075.20",,,
SO - 0004214,20-06-2018,03-07-2018,3,Distributor,USD,GUT930,10,5,11,"3,886.00","1,554.40","42,746.00",,,
SO - 0004347,20-06-2018,27-06-2018,14,Export,USD,GUT930,11,13,7,"1,072.00",439.52,"7,504.00",,,
SO - 0005038,20-06-2018,28-06-2018,13,Wholesale,USD,GUT930,21,9,10,"1,735.30","1,145.30","17,353.00",,,
SO - 0005423,20-06-2018,01-07-2018,39,Wholesale,USD,GUT930,67,9,7,268.00,195.64,"1,876.00",,,
SO - 0005569,20-06-2018,28-06-2018,12,Wholesale,USD,GUT930,48,2,12,"2,592.90","1,166.81","31,114.80",,,
SO - 0005692,20-06-2018,02-07-2018,32,Wholesale,NZD,GUT930,20,11,5,"3,504.10","2,417.83","17,520.50",,,
SO - 0006230,20-06-2018,01-07-2018,47,Wholesale,EUR,GUT930,50,1,11,"2,425.40","1,770.54","26,679.40",,,
SO - 0006458,20-06-2018,01-07-2018,32,Wholesale,AUD,GUT930,38,5,11,"1,889.40","1,265.90","20,783.40",,,
SO - 0006654,20-06-2018,04-07-2018,26,Distributor,GBP,GUT930,86,13,10,"2,827.40","2,261.92","28,274.00",,,
SO - 0006699,20-06-2018,04-07-2018,8,Distributor,AUD,GUT930,74,7,8,"1,869.30","1,383.28","14,954.40",,,
SO - 000919,21-06-2018,07-07-2018,3,Export,GBP,GUT930,9,1,5,261.30,117.59,"1,306.50",,,
SO - 0002223,21-06-2018,25-06-2018,21,Distributor,AUD,GUT930,30,2,11,"2,840.80","1,619.26","31,248.80",,,
SO - 0003202,21-06-2018,07-07-2018,31,Distributor,GBP,GUT930,28,1,9,"5,849.10","2,632.10","52,641.90",,,
SO - 0004756,21-06-2018,05-07-2018,5,Distributor,USD,GUT930,20,6,10,"5,051.80","2,020.72","50,518.00",,,
SO - 0005758,21-06-2018,27-06-2018,23,Wholesale,EUR,GUT930,81,2,11,"5,266.20","4,212.96","57,928.20",,,
SO - 000609,22-06-2018,04-07-2018,4,Export,AUD,GUT930,100,5,6,"2,592.90","1,711.31","15,557.40",,,
SO - 000931,22-06-2018,01-07-2018,21,Distributor,NZD,GUT930,83,11,5,"1,058.60",899.81,"5,293.00",,,
SO - 0001212,22-06-2018,27-06-2018,22,Distributor,EUR,GUT930,83,2,7,"3,517.50","2,673.30","24,622.50",,,
SO - 0001384,22-06-2018,26-06-2018,14,Wholesale,NZD,GUT930,32,9,11,"1,299.80","1,039.84","14,297.80",,,
SO - 0001768,22-06-2018,04-07-2018,26,Export,NZD,GUT930,59,2,7,"1,085.40",911.74,"7,597.80",,,
SO - 0001889,22-06-2018,04-07-2018,49,Distributor,NZD,GUT930,100,1,8,"1,098.80",747.18,"8,790.40",,,
SO - 0002004,22-06-2018,25-06-2018,12,Wholesale,EUR,GUT930,77,7,8,917.90,596.64,"7,343.20",,,
SO - 0002106,22-06-2018,05-07-2018,11,Wholesale,GBP,GUT930,46,2,12,"2,653.20","1,804.18","31,838.40",,,
SO - 0004880,22-06-2018,02-07-2018,38,Distributor,USD,GUT930,57,7,7,"2,318.20","1,460.47","16,227.40",,,
SO - 0001081,23-06-2018,01-07-2018,30,Distributor,USD,GUT930,12,1,12,"1,125.60",574.06,"13,507.20",,,
SO - 0005405,24-06-2018,12-07-2018,30,Wholesale,NZD,GUT930,54,4,12,"1,949.70","1,267.31","23,396.40",,,
SO - 0006630,24-06-2018,01-07-2018,49,Wholesale,USD,GUT930,95,7,11,"3,604.60","2,198.81","39,650.60",,,
SO - 0006808,24-06-2018,11-07-2018,20,Wholesale,NZD,GUT930,86,7,8,"3,819.00","2,978.82","30,552.00",,,
SO - 0006864,24-06-2018,02-07-2018,30,Wholesale,NZD,GUT930,17,1,6,"3,999.90","2,519.94","23,999.40",,,
SO - 000190,25-06-2018,08-07-2018,38,Wholesale,NZD,GUT930,79,12,9,924.60,545.51,"8,321.40",,,
SO - 0001203,25-06-2018,03-07-2018,10,Distributor,USD,GUT930,23,11,7,"1,058.60",571.64,"7,410.20",,,
SO - 0003398,25-06-2018,09-07-2018,43,Distributor,NZD,GUT930,21,14,9,864.30,622.30,"7,778.70",,,
SO - 0004409,25-06-2018,05-07-2018,37,Distributor,EUR,GUT930,79,7,10,"3,698.40","3,069.67","36,984.00",,,
SO - 0004600,25-06-2018,03-07-2018,18,Wholesale,USD,GUT930,16,5,10,"3,979.80","2,666.47","39,798.00",,,
SO - 0006509,25-06-2018,07-07-2018,11,Export,NZD,GUT930,63,7,6,783.90,572.25,"4,703.40",,,
SO - 000385,26-06-2018,05-07-2018,12,Distributor,USD,GUT930,70,4,5,"6,539.20","3,858.13","32,696.00",,,
SO - 0001105,26-06-2018,06-07-2018,22,Distributor,NZD,GUT930,54,7,5,"3,892.70","3,308.80","19,463.50",,,
SO - 0002810,26-06-2018,08-07-2018,26,Export,AUD,GUT930,57,8,5,891.10,614.86,"4,455.50",,,
SO - 0003616,26-06-2018,03-07-2018,31,Wholesale,EUR,GUT930,74,12,6,"1,051.90",462.84,"6,311.40",,,
SO - 0003826,26-06-2018,07-07-2018,16,Wholesale,GBP,GUT930,60,11,5,897.80,619.48,"4,489.00",,,
SO - 0003964,26-06-2018,30-06-2018,6,Wholesale,AUD,GUT930,39,5,8,"3,932.90","2,792.36","31,463.20",,,
SO - 0004411,26-06-2018,11-07-2018,29,Wholesale,USD,GUT930,62,8,6,194.30,102.98,"1,165.80",,,
SO - 0004567,26-06-2018,04-07-2018,12,Export,EUR,GUT930,7,9,11,"3,993.20","2,276.12","43,925.20",,,
SO - 0006905,26-06-2018,03-07-2018,47,Distributor,AUD,GUT930,46,1,6,"1,996.60",938.40,"11,979.60",,,
SO - 000509,27-06-2018,08-07-2018,9,Distributor,EUR,GUT930,53,5,10,241.20,154.37,"2,412.00",,,
SO - 0001963,27-06-2018,09-07-2018,33,Wholesale,USD,GUT930,30,13,7,"2,003.30","1,482.44","14,023.10",,,
SO - 0003128,27-06-2018,10-07-2018,1,Distributor,NZD,GUT930,93,1,10,991.60,664.37,"9,916.00",,,
SO - 0004244,27-06-2018,30-06-2018,47,Wholesale,NZD,GUT930,40,1,11,750.40,555.30,"8,254.40",,,
SO - 0006220,27-06-2018,07-07-2018,16,Wholesale,USD,GUT930,37,6,11,944.70,765.21,"10,391.70",,,
SO - 0006704,27-06-2018,14-07-2018,50,Wholesale,NZD,GUT930,98,2,9,"5,085.30","3,661.42","45,767.70",,,
SO - 0006889,27-06-2018,30-06-2018,9,Wholesale,USD,GUT930,57,7,9,"2,505.80","1,077.49","22,552.20",,,
SO - 0001845,28-06-2018,11-07-2018,27,Wholesale,NZD,GUT930,75,9,10,"1,809.00","1,139.67","18,090.00",,,
SO - 0003275,28-06-2018,04-07-2018,50,Wholesale,AUD,GUT930,79,7,10,998.30,499.15,"9,983.00",,,
SO - 0006250,28-06-2018,03-07-2018,17,Wholesale,NZD,GUT930,56,9,5,"1,882.70","1,299.06","9,413.50",,,
SO - 0006348,28-06-2018,01-07-2018,10,Wholesale,NZD,GUT930,56,2,11,"3,979.80","2,427.68","43,777.80",,,
SO - 0007908,28-06-2018,15-07-2018,11,Distributor,USD,GUT930,81,3,8,268.00,174.20,"2,144.00",,,
SO - 000211,29-06-2018,04-07-2018,40,Wholesale,USD,GUT930,67,13,9,"2,659.90","1,675.74","23,939.10",,,
SO - 000887,29-06-2018,12-07-2018,16,Distributor,USD,GUT930,95,3,7,"1,681.70","1,345.36","11,771.90",,,
SO - 000949,29-06-2018,05-07-2018,21,Distributor,NZD,GUT930,49,3,8,"2,974.80","2,231.10","23,798.40",,,
SO - 0001169,29-06-2018,15-07-2018,1,Export,EUR,GUT930,98,7,10,"2,546.00","1,782.20","25,460.00",,,
SO - 0002021,29-06-2018,04-07-2018,39,Distributor,NZD,GUT930,67,6,10,174.20,87.10,"1,742.00",,,
SO - 0002605,29-06-2018,10-07-2018,47,Distributor,NZD,GUT930,80,1,9,247.90,153.70,"2,231.10",,,
SO - 0004296,29-06-2018,14-07-2018,25,Wholesale,EUR,GUT930,75,1,8,"1,956.40","1,408.61","15,651.20",,,
SO - 0005234,29-06-2018,04-07-2018,47,Distributor,USD,GUT930,4,9,5,"3,457.20","1,486.60","17,286.00",,,
SO - 0006660,29-06-2018,02-07-2018,50,Wholesale,USD,GUT930,18,5,5,"6,083.60","2,980.96","30,418.00",,,
SO - 0006876,29-06-2018,12-07-2018,29,Wholesale,AUD,GUT930,39,7,5,891.10,623.77,"4,455.50",,,
SO - 0007684,29-06-2018,03-07-2018,33,Wholesale,AUD,GUT930,78,7,8,"1,011.70",526.08,"8,093.60",,,
SO - 000737,30-06-2018,10-07-2018,33,Wholesale,NZD,GUT930,78,6,5,"3,718.50","2,677.32","18,592.50",,,
SO - 0003778,30-06-2018,11-07-2018,14,Export,EUR,GUT930,70,2,11,"5,286.30","2,537.42","58,149.30",,,
SO - 0004020,30-06-2018,07-07-2018,45,Wholesale,AUD,GUT930,89,13,7,"1,969.80","1,654.63","13,788.60",,,
SO - 0004913,30-06-2018,03-07-2018,37,Export,GBP,GUT930,41,9,11,167.50,75.38,"1,842.50",,,
SO - 0006401,30-06-2018,04-07-2018,35,Export,USD,GUT930,79,7,12,"1,078.70",776.66,"12,944.40",,,
SO - 0006827,30-06-2018,14-07-2018,18,Wholesale,GBP,GUT930,24,10,8,"2,860.90","1,773.76","22,887.20",,,
SO - 000600,01-07-2018,19-07-2018,31,Wholesale,EUR,GUT930,78,13,8,790.60,672.01,"6,324.80",,,
SO - 0001391,01-07-2018,09-07-2018,27,Wholesale,GBP,GUT930,48,9,10,"3,912.80","1,995.53","39,128.00",,,
SO - 0002141,01-07-2018,12-07-2018,50,Wholesale,NZD,GUT930,57,12,12,"2,532.60","1,316.95","30,391.20",,,
SO - 0002862,01-07-2018,10-07-2018,32,Distributor,USD,GUT930,14,11,11,"1,058.60",645.75,"11,644.60",,,
SO - 0003562,01-07-2018,16-07-2018,48,Distributor,EUR,GUT930,57,1,5,"2,351.70","1,011.23","11,758.50",,,
SO - 0005372,01-07-2018,18-07-2018,46,Distributor,NZD,GUT930,79,3,8,"1,882.70","1,355.54","15,061.60",,,
SO - 0005591,01-07-2018,13-07-2018,21,Wholesale,NZD,GUT930,82,13,7,"1,065.30",788.32,"7,457.10",,,
SO - 0007585,01-07-2018,08-07-2018,33,Distributor,EUR,GUT930,12,2,6,971.50,777.20,"5,829.00",,,
SO - 0007617,01-07-2018,18-07-2018,27,Distributor,EUR,GUT930,75,11,10,"2,519.20","1,435.94","25,192.00",,,
SO - 0007963,01-07-2018,10-07-2018,10,Wholesale,NZD,GUT930,19,14,9,214.40,105.06,"1,929.60",,,
SO - 000310,02-07-2018,05-07-2018,14,Export,USD,GUT930,4,7,12,"1,105.50",762.80,"13,266.00",,,
SO - 000775,02-07-2018,06-07-2018,33,Export,USD,GUT930,45,12,8,"1,045.20",794.35,"8,361.60",,,
SO - 0001781,02-07-2018,14-07-2018,20,Distributor,USD,GUT930,99,2,6,951.40,761.12,"5,708.40",,,
SO - 0001929,02-07-2018,10-07-2018,29,Wholesale,USD,GUT930,99,2,11,"2,646.50","1,879.02","29,111.50",,,
SO - 0004603,02-07-2018,18-07-2018,2,Wholesale,USD,GUT930,37,9,11,"1,943.00","1,379.53","21,373.00",,,
SO - 0005246,02-07-2018,17-07-2018,15,Export,NZD,GUT930,57,2,12,904.50,443.21,"10,854.00",,,
SO - 0006381,02-07-2018,11-07-2018,37,Wholesale,USD,GUT930,59,13,7,"3,102.10","1,271.86","21,714.70",,,
SO - 0006457,02-07-2018,18-07-2018,13,Wholesale,USD,GUT930,59,5,8,"3,959.70","1,663.07","31,677.60",,,
SO - 0006910,02-07-2018,09-07-2018,12,Wholesale,EUR,GUT930,63,11,12,"1,005.00",824.10,"12,060.00",,,
SO - 000421,03-07-2018,07-07-2018,50,Distributor,USD,GUT930,78,3,12,"2,398.60","1,894.89","28,783.20",,,
SO - 000668,03-07-2018,15-07-2018,25,Wholesale,EUR,GUT930,18,1,6,247.90,158.66,"1,487.40",,,
SO - 0002860,03-07-2018,16-07-2018,31,Wholesale,NZD,GUT930,40,7,9,"1,005.00",402.00,"9,045.00",,,
SO - 0004805,03-07-2018,17-07-2018,9,Distributor,USD,GUT930,71,7,6,"5,393.50","3,937.26","32,361.00",,,
SO - 0006248,03-07-2018,16-07-2018,49,Wholesale,NZD,GUT930,30,3,11,"1,728.60","1,175.45","19,014.60",,,
SO - 0006337,03-07-2018,21-07-2018,27,Wholesale,EUR,GUT930,69,9,5,268.00,160.80,"1,340.00",,,
SO - 0006829,03-07-2018,09-07-2018,29,Distributor,GBP,GUT930,95,1,5,"1,835.80",972.97,"9,179.00",,,
SO - 0007248,03-07-2018,10-07-2018,32,Distributor,USD,GUT930,6,13,12,214.40,120.06,"2,572.80",,,
SO - 0001284,04-07-2018,11-07-2018,43,Distributor,NZD,GUT930,50,11,5,"2,673.30","1,684.18","13,366.50",,,
SO - 0003420,04-07-2018,13-07-2018,44,Distributor,USD,GUT930,55,10,5,"3,993.20","2,515.72","19,966.00",,,
SO - 0003947,04-07-2018,17-07-2018,18,Export,NZD,GUT930,28,10,5,"1,118.90",671.34,"5,594.50",,,
SO - 0004212,04-07-2018,11-07-2018,38,Wholesale,NZD,GUT930,62,7,11,"6,391.80","3,515.49","70,309.80",,,
SO - 0004564,04-07-2018,17-07-2018,43,Wholesale,USD,GUT930,44,13,11,"1,983.20","1,348.58","21,815.20",,,
SO - 0005770,04-07-2018,15-07-2018,14,Export,EUR,GUT930,12,13,12,"6,378.40","3,508.12","76,540.80",,,
SO - 0007435,04-07-2018,19-07-2018,39,Wholesale,NZD,GUT930,60,12,8,"1,118.90",839.18,"8,951.20",,,
SO - 0004684,05-07-2018,22-07-2018,17,Wholesale,GBP,GUT930,81,2,12,"1,125.60",551.54,"13,507.20",,,
SO - 0008032,05-07-2018,23-07-2018,38,Distributor,USD,GUT930,65,7,8,"2,311.50","1,964.78","18,492.00",,,
SO - 000951,06-07-2018,13-07-2018,17,Export,NZD,GUT930,41,11,6,"1,051.90",641.66,"6,311.40",,,
SO - 0001599,06-07-2018,10-07-2018,30,Export,NZD,GUT930,18,7,7,"1,065.30",862.89,"7,457.10",,,
SO - 0001813,06-07-2018,15-07-2018,39,Distributor,AUD,GUT930,91,2,10,"2,646.50","1,534.97","26,465.00",,,
SO - 0003077,06-07-2018,10-07-2018,30,Wholesale,NZD,GUT930,10,3,7,824.10,395.57,"5,768.70",,,
SO - 0003638,06-07-2018,11-07-2018,23,Export,USD,GUT930,6,1,5,790.60,656.20,"3,953.00",,,
SO - 0004868,06-07-2018,15-07-2018,33,Export,USD,GUT930,47,2,12,"2,264.60","1,109.65","27,175.20",,,
SO - 0006942,06-07-2018,18-07-2018,34,Wholesale,USD,GUT930,61,9,8,864.30,630.94,"6,914.40",,,
SO - 000191,07-07-2018,21-07-2018,21,Distributor,NZD,GUT930,52,5,10,"3,430.40","1,989.63","34,304.00",,,
SO - 0002005,07-07-2018,13-07-2018,2,Wholesale,USD,GUT930,48,7,10,"1,922.90",846.08,"19,229.00",,,
SO - 0002957,07-07-2018,22-07-2018,36,Distributor,USD,GUT930,50,14,7,"1,835.80","1,248.34","12,850.60",,,
SO - 0004006,07-07-2018,20-07-2018,45,Distributor,NZD,GUT930,88,12,11,"1,715.20",943.36,"18,867.20",,,
SO - 0004248,07-07-2018,18-07-2018,2,Distributor,GBP,GUT930,84,1,6,"1,085.40",705.51,"6,512.40",,,
SO - 0004718,07-07-2018,25-07-2018,38,Wholesale,USD,GUT930,36,7,6,"1,252.90","1,052.44","7,517.40",,,
SO - 0004775,07-07-2018,17-07-2018,27,Wholesale,USD,GUT930,55,11,11,911.20,774.52,"10,023.20",,,
SO - 0005537,07-07-2018,19-07-2018,25,Wholesale,NZD,GUT930,99,10,5,"3,953.00","2,095.09","19,765.00",,,
SO - 0006733,07-07-2018,18-07-2018,9,Distributor,NZD,GUT930,6,1,11,"3,075.30","1,599.16","33,828.30",,,
SO - 0007689,07-07-2018,11-07-2018,35,Wholesale,AUD,GUT930,33,11,8,"1,112.20",478.25,"8,897.60",,,
SO - 0007775,07-07-2018,23-07-2018,33,Distributor,NZD,GUT930,97,5,11,"3,229.40","1,679.29","35,523.40",,,
SO - 0008054,07-07-2018,17-07-2018,7,Wholesale,AUD,GUT930,87,9,5,"1,266.30",810.43,"6,331.50",,,
SO - 0001218,08-07-2018,26-07-2018,19,Distributor,USD,GUT930,17,11,8,"1,206.00",795.96,"9,648.00",,,
SO - 0004482,08-07-2018,21-07-2018,50,Wholesale,USD,GUT930,98,11,5,743.70,572.65,"3,718.50",,,
SO - 0004630,08-07-2018,13-07-2018,29,Distributor,NZD,GUT930,41,2,7,"5,386.80","3,878.50","37,707.60",,,
SO - 0005013,08-07-2018,26-07-2018,20,Distributor,AUD,GUT930,71,2,7,"1,989.90","1,492.43","13,929.30",,,
SO - 0005023,08-07-2018,13-07-2018,34,Wholesale,NZD,GUT930,46,2,7,"3,859.20","1,891.01","27,014.40",,,
SO - 0007350,08-07-2018,23-07-2018,46,Distributor,USD,GUT930,96,13,10,"2,351.70","1,128.82","23,517.00",,,
SO - 0007557,08-07-2018,22-07-2018,16,Wholesale,EUR,GUT930,14,11,5,"1,902.80",761.12,"9,514.00",,,
SO - 0003313,09-07-2018,15-07-2018,7,Wholesale,NZD,GUT930,73,5,9,"1,051.90",462.84,"9,467.10",,,
SO - 0003473,09-07-2018,17-07-2018,20,Wholesale,AUD,GUT930,3,5,10,"2,412.00","2,026.08","24,120.00",,,
SO - 0004313,09-07-2018,16-07-2018,12,Wholesale,USD,GUT930,54,14,11,"2,599.60","1,871.71","28,595.60",,,
SO - 0004717,09-07-2018,16-07-2018,43,Wholesale,AUD,GUT930,71,1,6,254.60,155.31,"1,527.60",,,
SO - 0005090,09-07-2018,14-07-2018,7,Distributor,NZD,GUT930,32,2,12,227.80,159.46,"2,733.60",,,
SO - 0005482,09-07-2018,23-07-2018,7,Wholesale,AUD,GUT930,58,13,10,"6,023.30","4,517.48","60,233.00",,,
SO - 000582,10-07-2018,20-07-2018,17,Wholesale,USD,GUT930,24,2,9,"5,132.20","2,771.39","46,189.80",,,
SO - 0001818,10-07-2018,19-07-2018,42,Wholesale,USD,GUT930,88,5,9,"6,224.30","4,170.28","56,018.70",,,
SO - 0002275,10-07-2018,21-07-2018,14,Distributor,NZD,GUT930,32,3,12,"3,926.20","1,806.05","47,114.40",,,
SO - 0002314,10-07-2018,18-07-2018,4,Wholesale,AUD,GUT930,36,8,5,"6,304.70","2,774.07","31,523.50",,,
SO - 0004429,10-07-2018,24-07-2018,45,Distributor,EUR,GUT930,80,12,6,837.50,569.50,"5,025.00",,,
SO - 0005669,10-07-2018,27-07-2018,35,Export,NZD,GUT930,68,7,9,227.80,145.79,"2,050.20",,,
SO - 0005875,10-07-2018,18-07-2018,6,Wholesale,NZD,GUT930,62,1,5,"2,378.50","1,902.80","11,892.50",,,
SO - 0006618,10-07-2018,15-07-2018,29,Wholesale,NZD,GUT930,51,11,7,"2,666.60","2,079.95","18,666.20",,,
SO - 0007449,10-07-2018,22-07-2018,6,Distributor,NZD,GUT930,42,1,7,"1,909.50",801.99,"13,366.50",,,
SO - 0007653,10-07-2018,24-07-2018,18,Export,NZD,GUT930,90,13,10,938.00,665.98,"9,380.00",,,
SO - 000387,11-07-2018,25-07-2018,31,Wholesale,EUR,GUT930,1,11,5,938.00,572.18,"4,690.00",,,
SO - 000443,11-07-2018,14-07-2018,12,Distributor,NZD,GUT930,52,1,6,964.80,781.49,"5,788.80",,,
SO - 000972,11-07-2018,24-07-2018,8,Distributor,GBP,GUT930,16,13,7,"1,051.90",831.00,"7,363.30",,,
SO - 0002080,11-07-2018,14-07-2018,41,Wholesale,NZD,GUT930,63,10,12,174.20,142.84,"2,090.40",,,
SO - 0002871,11-07-2018,29-07-2018,9,Wholesale,NZD,GUT930,20,13,8,971.50,806.35,"7,772.00",,,
SO - 0004834,11-07-2018,18-07-2018,50,Distributor,NZD,GUT930,3,2,6,"1,829.10","1,188.92","10,974.60",,,
SO - 0007820,11-07-2018,21-07-2018,4,Wholesale,GBP,GUT930,68,1,7,837.50,544.38,"5,862.50",,,
SO - 000403,12-07-2018,24-07-2018,14,Distributor,USD,GUT930,24,5,12,"1,085.40",792.34,"13,024.80",,,
SO - 000630,12-07-2018,26-07-2018,40,Wholesale,AUD,GUT930,19,7,7,"3,879.30","2,288.79","27,155.10",,,
SO - 0002171,12-07-2018,28-07-2018,6,Wholesale,USD,GUT930,82,2,6,"2,271.30",931.23,"13,627.80",,,
SO - 0003522,12-07-2018,17-07-2018,29,Distributor,NZD,GUT930,15,9,12,"3,604.60","2,270.90","43,255.20",,,
SO - 0005330,12-07-2018,18-07-2018,39,Distributor,NZD,GUT930,45,3,5,"3,852.50","1,695.10","19,262.50",,,
SO - 0005358,12-07-2018,25-07-2018,38,Distributor,NZD,GUT930,87,1,10,"1,902.80","1,046.54","19,028.00",,,
SO - 0005535,12-07-2018,19-07-2018,35,Wholesale,NZD,GUT930,11,7,8,"1,118.90",928.69,"8,951.20",,,
SO - 0006044,12-07-2018,15-07-2018,21,Wholesale,NZD,GUT930,54,7,7,"2,298.10","1,493.77","16,086.70",,,
SO - 0006064,12-07-2018,17-07-2018,2,Wholesale,USD,GUT930,76,11,10,"3,959.70","2,930.18","39,597.00",,,
SO - 0006620,12-07-2018,19-07-2018,50,Distributor,USD,GUT930,79,1,6,"1,085.40",770.63,"6,512.40",,,
SO - 0007031,12-07-2018,19-07-2018,13,Distributor,NZD,GUT930,5,1,9,"3,323.20","1,927.46","29,908.80",,,
SO - 000781,13-07-2018,25-07-2018,22,Wholesale,NZD,GUT930,96,1,11,"1,145.70",744.71,"12,602.70",,,
